,Date,Text
31,2019-09-19 08:22:13,"owing to train regulation for the east rail line, guangzhou-kowloon through train northbound train nos. z814, z818, and southbound train nos. z815, z819 have been cancelled on 19 september 2019.   passengers can visit the mtr intercity through train website for the latest news on through train services. "
32,2019-09-19 08:22:13,"for continuing the recovery work, one east rail line platform is now open for use in hung hom station:   east rail line service changes:  hung hom station to and from lo wu station: 7-minute intervals  mong kok east station to and from lo wu station: 3.5-minute intervals  tai po market station to and from lok ma chau station: 12-minute intervals   passengers going to lok ma chau station should interchange at tai po market station.  please allow more time for travel or consider using other transport. "
33,2019-09-20 08:39:44,part of the lanes of lung cheung road tsuen wan bound near hammer hill road swimming pool which was closed due to traffic accident is re-opened to all traffic. traffic queue(s) take(s) time to disperse. 
34,2019-09-20 08:39:44,the fast lane of ching cheung road kwun tong bound near caritas medical centre which was closed due to traffic accident is re-opened to all traffic. traffic queue(s) take(s) time to disperse. 
35,2019-09-20 08:39:44,the recovery work is almost finished and both east rail line platforms are now in use in hung hom station.   east rail line services are as follows :  between hung hom station and lo wu station : 3.5 to 6 minute intervals  between hung hom station and lok ma chau station : 12 minute intervals 
36,2019-09-20 08:39:44,"due to watermain emergency works , all lanes of pak tin street pak tin estate bound near woh chai street are closed to all traffic. "
37,2019-09-20 08:39:44,"due to watermain burst , the fast lane of wang chiu road both bounds near kai lok street is closed to all traffic.  only remaining lanes are still available to motorists. "
38,2019-09-20 08:39:44,"due to watermain burst , the fast lane of wang chiu road richland garden bound near kai lok street is closed to all traffic.  only remaining lane(s) is still available to motorists. "
39,2019-09-22 08:05:56,all lanes of pak tin street pak tin estate bound near woh chai street which was closed due to watermain emergency works is re-opened to all traffic. 
40,2019-09-22 08:05:56,east rail line service is normal this morning. 
41,2019-09-22 08:05:56,"due to high wind , the following special traffic and transport arrangements have been implemented on hong kong zhuhai-macao-bridge (hzmb) hklr, with details as shown below:  the speed limit of the hzmb hklr is lowered from 100 km/h to 50 km/h. "
42,2019-09-22 08:05:56,west rail line and light rail services are normal this morning. 
43,2019-09-22 08:05:56,"due to high wind , the following special traffic and transport arrangements have been implemented on hong kong zhuhai-macao-bridge (hzmb) main bridge, with details as shown below:  (i) the speed limit of the fast and middle lanes of hzmb main bridge are lowered from 100km/h to 80 km/h; and  (ii) the speed limit of the slow lane of hzmb main bridge is lowered from 80km/h to 60 km/h. "
44,2019-09-22 08:05:56,the following road sections in yuen long which were temporarily blocked / closed due to road situation have resumed normal:   - castle peak road -yuen long (eastbound) between ma miu road and yuen long on lok road  - castle peak road -yuen long (westbound) between yuen long tai yuk road and pok oi interchange  - fung cheung road (both bounds) between castle peak road-yuen long and fung kam street 
45,2019-09-22 08:05:56,"to facilitate the access control arrangements at the airport, airport express service will be adjusted from 9:00 a. m. on 22 september until further notice:   • airport express will run between airport and hong kong stations only, at 10-minute intervals  • trains will not stop at kowloon, tsing yi and asiaworld-expo stations  • asiaworld-expo station will be temporarily closed   the in-town check-in service at kowloon station will be suspended, while the in-town check-in service in hong kong station will close 90 minutes before your scheduled flight departure time.   mtr staff and airport authority staff will check flight tickets and travel documents in hong kong station. please allow more time for travel. "
46,2019-09-23 08:33:19,the fast lane of ching cheung road kwun tong bound near caritas medical centre which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse. 
47,2019-09-23 08:33:19,"due to heavy traffic , tate's cairn highway kowloon bound is busy. motorists passing through the above section of road are advised to drive with utmost care and patience . "
48,2019-09-23 08:33:19,"due to traffic accident , the fast lane of lung cheung road kwai chung bound near po kong village road is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now. "
49,2019-09-23 08:33:19,"due to heavy traffic , tolo highway kowloon bound is busy. motorists passing through the above section of road are advised to drive with utmost care and patience . "
50,2019-09-23 08:33:19,train service and airport express in-town check-in service is normal this morning. 
51,2019-09-24 08:29:01,the lane no. 1 and 2 of tsing sha highway kowloon bound near kwai chung container terminal 8 which were closed due to traffic accident are re-opened to all traffic. traffic queue takes time to disperse. 
52,2019-09-24 08:29:01,the fast lane of gascoigne road flyover kowloon city bound near club de recreio which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse. 
53,2019-09-24 08:29:01,"due to heavy traffic , east kowloon way tsim sha tsui bound is busy. motorists passing through the above section of road are advised to drive with utmost care and patience . "
54,2019-09-24 08:29:01,the slow lane of tsuen wan road kowloon bound near tsuen wan park which was closed due to vehicle breakdown is re-opened to all traffic. traffic queue takes time to disperse. 
55,2019-09-24 08:29:01,the lane no. 3 of yuen long highway tuen mun bound near fu tai estate which was closed due to vehicle breakdown is re-opened to all traffic. traffic queue takes time to disperse. 
56,2019-09-24 11:37:08,the lane no. 1 and 2 of cheung sha wan road mong kok bound near nam cheong street which was closed due to traffic accident are re-opened to all traffic. traffic queue takes time to disperse. 
57,2019-09-25 08:40:06,the fast lane of tai po road - sha tin kowloon bound near sha tin racecourse which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse. 
58,2019-09-26 08:38:09,the fast lane of ching cheung road kwai chung bound near butterfly valley road which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse. 
59,2019-09-26 08:38:09,"due to vehicle breakdown , the fast lane of the slip road leading from tseung kwan o road to kwun tong by-pass near kwun tong police station is still closed to all traffic.  only remaining lane is still available to motorists.  traffic is congested now. "
60,2019-09-26 08:38:09,"due to watermain burst , the fast lane of wong chuk hang road wan chai bound near aberdeen police station is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is busy now. "
61,2019-09-27 08:40:31,part of the lanes of tolo highway kowloon bound near tate's cairn highway which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse. 
62,2019-09-27 08:40:31,the fast lane of ma on shan road sha tin bound near tai shui hang mtr station which was closed due to vehicle breakdown is re-opened to all traffic. traffic queue take time to disperse. 
63,2019-09-27 08:40:31,"to facilitate members of the public to go to the cemeteries in chai wan, level i of the special traffic and transport arrangements will be implemented from 8 am to 6 pm tomorrow (september 28). during the period, vehicles will continue to be allowed to use the section of cape collinson road east of lin shing road (i. e. the left-turning movement from lin shing road to cape collinson road leading to the vicinity of chinese permanent cemetery). should traffic conditions worsen, police may consider escalating the traffic control to level ii. the transport department anticipates that the traffic in the vicinity of the affected areas will be congested. motorists are advised to avoid driving to the affected areas. they should exercise tolerance and patience in case of traffic congestion, and take heed of instructions given by the police. members of public are advised to use public transport services as far as possible and watch out for the latest traffic news through the media. "
64,2019-09-27 08:40:31,"due to watermain burst , the only lane of landale street johnston road bound are closed to all traffic.   motorists are advised to use alternative routes. "
65,2019-09-27 09:32:23,the slow lane of lion rock tunnel road kowloon bound near sun tin wai which was closed due to traffic accident is re-opened to all traffic. traffic queue take time to disperse. 
66,2019-09-27 09:32:23,the lane no. 3 of hong chong road cross harbour tunnel bound near hong kong polytechnic university which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse. 
67,2019-09-27 11:23:30,"due to traffic accident , the fast and middle lanes of ching cheung road kwai chung bound near dragon industrial building is still closed to all traffic.  only the slow lane is still available to motorists.  traffic is congested now. "
68,2019-09-28 08:37:27,"due to traffic accident , all lanes of tai wo service road west both bounds near fanling highway interchange are closed to all traffic.   traffic is busy now. "
69,2019-09-29 08:32:35,"to facilitate members of the public to go to the cemeteries in chai wan, level ii of the special traffic and transport arrangements will be implemented from 8 am to 6:30 pm today (september 29). during the period, the left-turning movement from lin shing road to cape collinson road leading to the vicinity of the chinese permanent cemetery will be closed to all vehicular traffic (except for green minibus (gmb) route 18m, hearses, funeral vehicles and vehicles with permits). in addition, lin shing road (southbound) and cape collinson road will be closed to all vehicular traffic (except for franchised buses, gmb routes 16a, 16m, 16x and 18m, hearses, funeral vehicles and vehicles with permits) while lin shing road (northbound) will be closed to all vehicular traffic except gmb route 18m, hearses, funeral vehicles and vehicles with permits issued by the commissioner for transport. the police may allow taxis and public light buses to enter lin shing road and turn right onto cape collinson road depending on the traffic conditions in the vicinity of the chai wan cemeteries. the transport department anticipates that the traffic in the vicinity of the affected areas will be congested. motorists are advised to avoid driving to the affected areas. they should exercise tolerance and patience in case of traffic congestion, and take heed of instructions given by the police. members of public are advised to use public transport services as far as possible and watch out for the latest traffic news through the media.   "
70,2019-09-30 08:00:37,"to facilitate members of the public to go to the cemeteries in chai wan, level i of the special traffic and transport arrangements will be implemented from 8 am to 6 pm tomorrow (october 1). during the period, vehicles will continue to be allowed to use the section of cape collinson road east of lin shing road (i. e. the left-turning movement from lin shing road to cape collinson road leading to the vicinity of chinese permanent cemetery). should traffic conditions worsen, police may consider escalating the traffic control to level ii. the transport department anticipates that the traffic in the vicinity of the affected areas will be congested. motorists are advised to avoid driving to the affected areas. they should exercise tolerance and patience in case of traffic congestion, and take heed of instructions given by the police. members of public are advised to use public transport services as far as possible and watch out for the latest traffic news through the media.  "
71,2019-09-30 08:00:37,traffic at island eastern corridor both bounds near provident centre has resumed normal. 
72,2019-09-30 08:00:37,"all mtr stations will open for service today.   however, because of actual situation, some entrances / exits of station at island line cannot be reopened. please note the advice from stations. "
73,2019-09-30 08:00:37,"due to road situation, the following public transport services temporarily affected in the vicinity of hong kong island have been adjusted as follows:  the following bus routes are truncated/ diverted:  hong kong island bus routes：  n8, n8p  the following gmb routes (hong kong island) are suspended:  n4a, n4x, n31, n69x  police will exercise or alter the road closure, traffic control and diversion measures depending on the traffic conditions on site. motorists are advised to be patient when driving in the vicinity and follow police’s instruction, and watch out for the latest traffic news through the media.   in addition, other ad-hoc traffic and public transport measures, including additional road closures, traffic diversion, alteration and suspension of public transport services may be implemented by the police at anytime depending on actual traffic and crowd conditions in the areas.   early planning of journeys and use of alternative travelling routes are advised to avoid unexpected delay. public transport commuters are advised to pay attention to the arrangements of route diversions and suspension or relocation of stops. "
74,2019-10-01 08:21:26,"due to upcoming public activities, mtr train service will be adjusted as follows:   • admiralty, wan chai and prince edward stations are closed and trains will not stop at these stations   • a free mtr shuttle bus service is operating between ocean park and kennedy town stations   • causeway bay, sham shui po, wong tai sin, sha tin, che kung temple, tsuen wan, tsuen wan west and tuen mun stations will be closed from 11 a. m. and trains will not stop at these stations from this time onwards   for safety reasons, other stations or some entrances/exits may close at anytime without prior notice.   please plan your journey accordingly. updated service information will be provided through the mtr website, mtr mobile, station and in-train announcements as well as radio and tv broadcasts. "
75,2019-10-01 08:21:26,"due to road situation, the following public transport services have been adjusted temporarily as follows:   the following bus routes are truncated/ diverted:  18p, 905, 978   police will exercise or alter the road closure, traffic control and diversion measures  depending on the traffic conditions on site. motorists are advised to be patient when  driving in the vicinity and follow police’s instruction, and watch out for the latest  traffic news through the media. "
76,2019-10-01 08:21:26,"to facilitate the access control arrangements at the airport, airport express service will be adjusted from 2:00 p. m. today (1 october) until further notice:   - airport express will run between airport and hong kong stations only, at 10-minute intervals  - trains will not stop at kowloon, tsing yi and asiaworld-expo stations  - asiaworld-expo station will be temporarily closed   the in-town check-in service at kowloon station will be suspended, while the in-town check-in service in hong kong station will close 90 minutes before your scheduled flight departure time.   mtr staff and airport authority staff will check flight tickets and travel documents in hong kong station.  please allow more time for travel. "
77,2019-10-01 08:21:26,"due to the fire happening earlier, part of the lanes of king's road central bound near ming yuen western street is still closed to all traffic. only remaining lane(s) is still available to motorists.  traffic is busy now. "
78,2019-10-01 08:21:26,"due to road situation, the following road sections on hong kong island are temporary closed:  - the slip road leading from connaught road central flyover (eastbound) to slow lane of central – wan chai bypass  - the slip road leading from central – wan chai bypass (eastbound) to expo drive  motorists are advised to use alternative routes. "
79,2019-10-02 08:48:31,"due to traffic accident , part of the lanes of clear water bay road jordan valley park bound near shun lee estate is closed to all traffic.  only remaining lane is still available to motorists.  traffic is busy now. "
80,2019-10-02 08:48:31,the fast lane of gascoigne road flyover kwun tong bound near wylie road which was closed due to traffic accident is re-opened to all traffic. 
81,2019-10-02 08:48:31,the incident at yau tong station has been handled. normal train service on the kwun tong line is gradually resuming. 
82,2019-10-02 08:48:31,"due to heavy traffic, tseung kwan o tunnel road kowloon bound is busy. motorists passing through the above section of road are advised to drive with utmost care and patience. "
83,2019-10-02 08:48:31,"due to vehicle breakdown , the fast lane of lung cheung road kwun tong bound near broadcast drive garden is still closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now. "
84,2019-10-02 08:48:31,"due to watermain burst , all lanes of caroline hill road both bounds near st. paul's convent are closed to all traffic.  motorists are advised to use alternative routes.  traffic is busy now. "
85,2019-10-02 08:48:31,the following road sections which were partially blocked / closed due to road situations are re-opened to all traffic:   - tai chung kiu road between lion rock tunnel road and sha tin rural committee road  - castle peak road - tsuen wan near tai ho road 
86,2019-10-02 08:48:31,"all mtr stations will open for service today.   however, because of fire or vandalism at some stations, it will take longer to repair damaged facilities and station entrances/exits in certain stations. passengers may need more time for their journeys. "
87,2019-10-02 08:48:31,"as some of the traffic lights at kowloon and new territories are  under repair and are not functioning normally, motorists are advised to drive with  utmost care when passing through those junctions, pay extra attention to the traffic  signs, particularly the safety of pedestrians.   pedestrians please use footbridges and pedestrian subways for crossing the roads.  please pay attention to vehicles when crossing junctions with damaged traffic  lights.   motorists are advised to drive with utmost care and patience, and pay attention to  the latest traffic news. "
88,2019-10-03 08:35:55,"due to traffic accident , part of the lanes of tai po road - sha tin tai po bound near hilton plaza is still closed to all traffic.  only remaining lane is still available to motorists.  traffic is congested now. "
89,2019-10-03 08:35:55,"due to traffic accident , all lanes of castle peak road - kwu tung both bounds near chung pak long is still closed to all traffic.  the following public transport service temporarily affected in the vicinity of castle peak road - kwu tung has been adjusted as follows:  the following bus route is truncated/ diverted:  76k  motorists are advised to use alternative routes.  traffic is busy now. "
90,2019-10-03 08:35:55,all lanes of caroline hill road both bounds near st. paul's convent which was closed due to watermain burst is re-opened to all traffic. 
91,2019-10-03 08:35:55,"all mtr stations will open for service today.   however, because of actual situation, it will take longer to repair damaged facilities and station entrances/exits in certain stations. passengers may need more time for their journeys. "
92,2019-10-03 08:35:55,"due to emergency repair of traffic lights, all vehicles on mong kok road are only permitted to make left-turn onto nathan road (sham shui po bound), and they are prohibited to (i) drive across nathan road heading for sai yeung choi street south, tung choi street and sai yee street; and (ii) make right-turn onto nathan road (tsim sha tsui bound).   motorists are advised to consider alternative driving routes such as tong mi road, reclamation street and shanghai street.   affected bus routes have been diverted. "
93,2019-10-04 08:42:26,the fast lane of wong chuk hang road aberdeen tunnel bound near grantham hospital which was closed due to traffic accident is re-opened to all traffic. traffic queues take time to disperse. 
94,2019-10-04 08:42:26,the lane no. 3 of hong chong road hong kong bound near hong kong polytechnic university which was closed due to traffic accident is re-opened to all traffic. 
95,2019-10-04 08:42:26,"due to traffic accident happened earlier , tate's cairn highway kowloon bound near siu lek yuen road is busy. motorists passing through the above section of road are advised to drive with utmost care and patience . "
96,2019-10-04 08:42:26,"all mtr stations will open for service today.   however, because of actual situtation, it will take longer to repair damaged facilities and station entrances/exits in certain stations. passengers may need more time for their journeys. "
97,2016-01-04 07:42:26,the department has received notification from mtr corporation that the traffic accident near lam tei stop has been cleared. light rail service is gradually resuming.
98,2016-01-05 08:33:07,"due to vehicle breakdown, the lane no.2 of gloucester road central bound near cannon street is closed to all traffic. only remaining lanes are available to motorists. traffic is congested now."
99,2016-01-05 08:33:07,"due to heavy traffic, wong chuk hang road and canal road flyover cross harbour tunnel bound near a is busy.motorists passing through the above section of road are advised to drive with utmost care and patience, and consider using alternative routes."
100,2016-01-06 08:21:16,"due to vehicle breakdown, the slow lane of lung cheung road tsuen wan bound near lung cheung road park is closed to all traffic. only the fast and middle lanes are available to motorists. traffic is congested now."
101,2016-01-07 08:23:08,"due to traffic accident, all lanes of nathan road tsim sha tsui bound near pak hoi street are closed to all traffic. traffic is congested now."
102,2016-01-08 08:46:49,the lane no.2 of connaught road central wan chai bound near harbour building which was closed due to vehicle breakdown is re-opened to all traffic. traffic queue(s) take(s) time to disperse.
103,2016-01-09 08:16:20,"due to traffic accident, the fast lane of kap shui mun bridge airport bound is closed to all traffic. only the middle and slow lanes are available to motorists.  	  traffic is congested now."
104,2016-01-09 08:16:20,"due to traffic accident, all lanes of tsuen wan road tuen mun bound near tsuen tsing interchange are closed to all traffic.  	  traffic is congested now."
105,2016-01-09 08:16:20,"due to traffic accident, the fast and middle lanes of tsing kwai highway tsim sha tsui bound near cheung tsing tunnel are closed to all traffic. only the slow lane is available to motorists.  	  traffic is congested now."
106,2016-01-09 08:16:20,the middle and slow lane of tsing ma bridge airport bound which were closed due to traffic accident are re-opened to all traffic. traffic queue(s) take(s) time to disperse.
107,2016-01-10 08:03:01,the lane no.3 and 4 of argyle street tai kok tsui bound near shanghai street which were closed due to emergency repairing works are re-opened to all traffic.
108,2016-01-11 08:05:48,"due to traffic accident, part of the lane(s) of ching cheung road kwun tong bound near so uk are closed to all traffic. only the remaining lanes are available to motorists.  	  traffic is congested now."
109,2016-01-11 08:05:48,"due to traffic accident, part of the lane(s) of des voeux road west kennedy town bound near wilmer street are still closed to all traffic. only the remaining lanes are available to motorists. westbound tramway service between macau ferry terminal station and western street station has been suspended."
110,2016-01-11 08:05:48,the fast lane of the slip road leading from hong chong road (northbound) onto chatham road north (kowloon city bound) near chatham road north which was closed due to flooding is re-opened to all traffic.
111,2016-01-12 07:52:11,"due to traffic accident, the slow lane of west kowloon corridor mei foo bound near liberte is closed to all traffic. only the fast lane is available to motorists. traffic is congested now.  	  motorists are advised to use alternative route(s)."
112,2016-01-13 08:31:35,"due to traffic accident, part of the lane(s) of shek pai wan road cyberport bound near tin wan are still closed to all traffic. only the remaining lanes are available to motorists. traffic is congested now. motorists are advised to use alternative route such as aberdeen tunnel."
113,2016-01-15 20:21:10,"to facilitate the marathon, road closures and traffic diversions will be implemented in phases at various locations in kowloon, hong kong and the new territories from 11.45 pm on january 16 (saturday) to around 1.45 pm on january 17 (sunday). owing to extensive road closure, about 220 bus routes and 40 gmb routes will be affected. transport department anticipates that traffic in some areas will be more significantly congested when compared with normal situation. the public are advised to plan their journey ahead, use rail services as far as possible and take note of the latest traffic news."
114,2016-01-17 08:30:59,"due to traffic accident, part of the lane(s) of lantau link kowloon bound near lantau link toll plaza are closed to all traffic. only the remaining lanes are available to motorists. members of the public heading for kowloon bound are advised to use non-road based transport as far as possible. traffic is very congested now."
115,2016-01-17 08:30:59,"due to heavy traffic, the following locations are congested:  (a) argyle street near nathan road; (b) sai yeung choi street south near argyle street; (c) north lantau highway (kowloon bound) near lantau link toll plaza; and (d) gascoigne road flyover (hung hom bound).  motorists should exercise tolerance and patience in case of traffic congestion and follow instructions given by the police. members of the public are advised to plan their routes early, use railway services as far as possible, allow more travelling time to cater for unexpected delay, and pay attention to tv / radio announcements or traffic conditions."
116,2016-01-17 08:30:59,"the marathon is now in progress. road closures and traffic diversions are now implemented in phases at various locations in kowloon, hong kong and the new territories. owing to extensive road closure, about 220 bus routes and 40 gmb routes are affected. transport department anticipates that traffic in some areas would be more significantly congested when compared with normal situation. the public are advised to plan their journey ahead, use rail services as far as possible and take note of the latest traffic news."
117,2016-01-18 08:15:51,"due to traffic accident, the lane no.1 of lung cheung road kwai chung bound near lion rock tunnel road is closed to all traffic. only the lane no.2,3,4 are available to motorists. traffic is congested now."
118,2016-01-19 08:03:40,"due to heavy traffic, wong chuk hang road aberdeen tunnel bound near aberdeen sports ground is busy. motorists passing through the above section of road are advised to drive with utmost care and patience, and consider using alternative routes."
119,2016-01-20 08:04:36,the middle and fast lane of lung cheung road kwun tong bound near beacon heights which were closed due to traffic accident are re-opened to all traffic. traffic queue(s) take(s) time to disperse.
120,2016-01-20 08:04:36,"due to watermain burst, the lane no.2 of waterloo road sha tin bound near prince edward road west is closed to all traffic.  the emergency repairing works is scheduled to be operated from 10:00 a.m. until 4:00 p.m. daily until finish on 25th january.  motorists are advised to drive with utmost care and patience and pay attention to tv / radio announcements on traffic conditions."
121,2016-01-21 08:21:00,"due to traffic accident, the lane no.4,5 of kwun tong road wai yip street flyover bound near choi shek lane are closed to all traffic. only remaining lanes are available to motorists. traffic is congested now."
122,2016-01-22 08:22:20,"due to traffic accident, the fast lane(s) of ting kau bridge kowloon bound is closed to all traffic. only the middle and slow lane(s) are available to motorists. traffic is congested now."
123,2016-01-23 08:00:39,"due to strong wind condition in tmca, the following temporary traffic arrangements may be implemented very soon.   (i) lantau link:  1) all wind susceptible vehicles (including vehicles with an overall height exceeding 1.6 meters, and motor cycles) will be diverted to the lower deck of lantau link.	 2) goods vehicles carrying dangerous goods belonging to category 1, 2 or 5 will be prohibited from using lantau link. 3) all wind susceptible vehicles will be prohibited from using ma wan road for access to/from ma wan.  (ii) ting kau bridge:  all wind susceptible vehicles (including vehicles with an overall height exceeding 1.6 meters, and motor cycles) will be prohibited from using ting kau bridge.  members of the public are advised to pay attention to tv/radio announcements on the latest traffic arrangements in tsing ma control area. "
124,2016-01-24 07:44:44,"the department has received notification from mtrcl that due to overhead line problem near tsing yi station, tung chung bound trains skip lai king station. passenger for lai king station (towards tung chung), please interchange at tsing yi station. please allow more time for travel."
125,2016-01-24 22:29:08,traffic at route twisk both bounds near tai mo shan road has resumed normal. all lanes of tai mo shan road both bounds are still closed. motorists are advised to drive with utmost care and patience and pay attention to tv / radio announcements on traffic conditions. 
126,2016-01-24 22:29:08,"due to frosting on road, all lanes of fei ngo shan road uphill bound are still closed to all traffic. all lanes of jat's incline downhill bound are re-opened. motorists are advised to drive with utmost care and patience and pay attention to tv / radio announcements on traffic conditions."
127,2016-01-24 22:29:08,"due to wet and cold weather, slippery roads are observed in parts of the hong kong territory. freezing rain and icing may appear on high ground. motorists (including cyclists) passing through the concerned section of road are advised to drive with utmost care and patience. members of the public are advised to pay attention to tv / radio announcement on the latest traffic and public transport service news."
128,2016-01-26 08:47:38,the slow lane of kwun tong by-pass eastern harbour crossing bound near kwun tong police station which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.
